鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
南竿鄉,土地,介壽段901~930地號,25.5,其他,,,1041022,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,58824,,0.0,0,含增建或未登記建物大約10坪。,RPPNMLQKJIKFFAZ07DA
南竿鄉,土地,清水段1291~1320地號,529.53,其他,,,1041104,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1482684,2800,,0.0,0,政府機關承購之案件。含增建或未登記建物。,RPPNMLPJJIKFFAZ86DA
北竿鄉,土地,塘岐段271~300地號,45.74,其他,,,1041113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,91480,2000,,0.0,0,向政府機關承購之案件。原徵收價購購回,RPPNMLLJKIKFFAZ56DA
南竿鄉,土地,復興段1381~1410地號,49.03,住,,,1041026,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,217162,4429,,0.0,0,,RPPNMLNJKIKFFAZ76DA
北竿鄉,土地,塘岐段271~300地號,45.74,其他,,,1041120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,150000,3279,,0.0,0,,RPQNMLLJKIKFFAZ66DA
南竿鄉,土地,清水段421~450地號,378.13,住,,,1041118,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2100000,5554,,0.0,0,權利人共23位含未登記建物,RPPNMLOLKIKFFAZ07DA
莒光鄉,土地,福正段361~390地號,471.31,其他,,,1041215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,150000,318,,0.0,0,,RPPNMLKMKIKFFAZ76DA
莒光鄉,土地,田沃段121~150地號,24.49,其他,,,1041208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,61029,2492,,0.0,0,政府機關承購之案件。,RPPNMLOJJHLFFAZ76DA
南竿鄉,土地,介壽段721~750地號,555.95,其他,,,1041209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,833925,1500,,0.0,0,向政府機關承購之案件。,RPPNMLRJJHLFFAZ07DA
北竿鄉,土地,塘岐段211~240地號,398.36,住,,,1050111,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2844318,7140,,0.0,0,,RPPNMLKLJHLFFAZ56DA
