鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
台東市,房地(土地+建物),臺東縣臺東市仁義北路151~180號,139.59,住,,,1041012,土地1建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1000719,223.51,5,2,5,有,無,12300000,55031,,0.0,0,,RPPNMLNJJIKFFAV78CA
台東市,房地(土地+建物),臺東縣臺東市中興路一段252巷1~30號,22.32,住,,,1041002,土地2建物1車位0,三層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0830517,96.58,3,2,2,有,無,2850000,29509,,0.0,0,,RPPNMLOJJIKFFAV88CA
台東市,房地(土地+建物),臺東縣臺東市永福路91~120號,112.08,住,,,1040929,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0760901,129.5,3,2,2,有,無,5980000,46178,,0.0,0,,RPWNMLOJJIKFFAV96CA
台東市,土地,新園段331~360地號,1082.0,,特定農業區,農牧用地,1041015,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1400000,1294,,0.0,0,,RPUNMLOJJIKFFAV76CA
台東市,房地(土地+建物),臺東縣臺東市衡陽路121~150號,89.03,住,,,1040930,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0771107,89.79,3,2,2,有,無,3950000,43992,,0.0,0,,RPPOMLTKJIKFFAV96CA
綠島鄉,土地,公西段1291~1320地號,369.78,農,,,1040827,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4470000,12088,,0.0,0,,RPRNMLKLJIKFFAV88CA
鹿野鄉,土地,鹿寮段781~810地號,470.01,,鄉村區,乙種建築用地,1041003,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3500000,7447,,0.0,0,,RPRNMLOJJIKFFCV66CA
關山鎮,土地,新福段481~510地號,3363.06,,一般農業區,農牧用地,1041014,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4450000,1323,,0.0,0,,RPPNMLPJJIKFFCV56CA
海端鄉,土地,崁頂段31~60地號,7800.0,,山坡地保育區,農牧用地,1041026,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,256,,0.0,0,,RPPNMLPLJIKFFCV76CA
