編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
The serial number,land sector position,land shifting area square meter,the use zoning or compiles and checks
RPSOMLMJNHLFFGH78CB,平鎮段,9.75,都市：商
RPOOMLMJNHLFFGH38CB,平鎮段,13.03,都市：商
RPQOMLMJNHLFFGH58CB,平鎮段,16.44,都市：商
RPWNMLMJNHLFFGH09CB,平鎮段,9.76,都市：商
RPUOMLMJNHLFFGH98CB,平鎮段,13.04,都市：商
RPPOMLMJNHLFFGH48CB,平鎮段,16.44,都市：商
RPOPMLMJNHLFFGH48CB,平鎮段,16.44,都市：商
RPROMLMJNHLFFGH68CB,平鎮段,13.03,都市：商
RPPPMLMJNHLFFGH58CB,平鎮段,13.03,都市：商
RPXNMLMJNHLFFGH56CB,平鎮段,16.44,都市：商
RPVOMLMJNHLFFGH09CB,平鎮段,9.75,都市：商
RPXOMLMJNHLFFGH66CB,平鎮段,13.04,都市：商
RPTOMLMJNHLFFGH88CB,平鎮段,16.44,都市：商
RPWOMLMJNHLFFGH56CB,平鎮段,13.03,都市：商
RPRPMLMJNHLFFGH78CB,平鎮段,13.03,都市：商
RPSPMLMJNHLFFGH88CB,平鎮段,13.03,都市：商
RPUPMLMJNHLFFGH09CB,平鎮段,9.75,都市：商
RPTPMLMJNHLFFGH98CB,平鎮段,12.77,都市：商
RPXPMLMJNHLFFGH76CB,平鎮段,14.30,都市：商
RPRRMLMJNHLFFGH98CB,平鎮段,9.76,都市：商
RPPRMLMJNHLFFGH78CB,平鎮段,15.77,都市：商
RPSRMLMJNHLFFGH09CB,平鎮段,16.44,都市：商
RPORMLMJNHLFFGH68CB,平鎮段,15.77,都市：商
RPVRMLMJNHLFFGH76CB,平鎮段,9.75,都市：商
RPURMLMJNHLFFGH66CB,平鎮段,13.03,都市：商
RPWPMLMJNHLFFGH66CB,平鎮段,14.30,都市：商
RPVPMLMJNHLFFGH56CB,平鎮段,9.85,都市：商
RPOQMLMJNHLFFGH58CB,平鎮段,13.14,都市：商
RPQSMLMJNHLFFGH98CB,平鎮段,12.77,都市：商
RPOSMLMJNHLFFGH78CB,平鎮段,13.04,都市：商
RPTSMLMJNHLFFGH66CB,平鎮段,13.04,都市：商
RPXRMLMJNHLFFGH96CB,平鎮段,16.44,都市：商
RPWSMLMJNHLFFGH96CB,平鎮段,13.03,都市：商
RPRSMLMJNHLFFGH09CB,平鎮段,13.03,都市：商
RPOTMLMJNHLFFGH88CB,平鎮段,16.44,都市：商
RPUSMLMJNHLFFGH76CB,平鎮段,16.44,都市：商
RPQTMLMJNHLFFGH09CB,平鎮段,12.78,都市：商
RPXSMLMJNHLFFGH07CB,平鎮段,13.03,都市：商
RPRTMLMJNHLFFGH56CB,平鎮段,13.03,都市：商
RPUTMLMJNHLFFGH86CB,平鎮段,9.85,都市：商
RPTTMLMJNHLFFGH76CB,平鎮段,13.03,都市：商
RPPUMLMJNHLFFGH09CB,平鎮段,9.85,都市：商
RPQUMLMJNHLFFGH56CB,平鎮段,16.07,都市：商
RPWTMLMJNHLFFGH07CB,平鎮段,14.30,都市：商
RPXTMLMJNHLFFGH17CB,平鎮段,11.02,都市：商
