編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLTJPHLFFCK66CC,,149.74,住商用,鋼筋混凝土造,,三層,
RPUNMLPKOHLFFFK17DC,5,301.53,見其他登記事項,見其他登記事項,99年12月6日,三層,
RPQOMLKLPHLFFFK09CC,26,149.10,住家用,鋼筋混凝土造,79年5月10日,三層,
RPXNMLPKOHLFFFK47DC,5,301.53,見其他登記事項,見其他登記事項,99年12月6日,三層,
RPRNMLMJOHLFFBK58CC,,104.98,住家用,鋼筋混凝土造,104年11月16日,七層,
RPPNMLKLPHLFFBK48CC,12,62.61,住家用,見其他登記事項,93年7月8日,一層,
RPRNMLMJOHLFFBK58CC,,19.85,見其他登記事項,鋼筋混凝土造,104年11月16日,七層,
RPRNMLMJOHLFFBK58CC,,31.90,見其他登記事項,鋼筋混凝土造,104年11月16日,七層,
RPQNMLMJOHLFFBK48CC,26,115.29,住家用,鋼筋混凝土造,79年7月20日,五層,
RPRNMLLJPHLFFBK58CC,36,126.11,住家用,加強磚造,69年2月12日,二層,
RPQNMLMKNHLFFBK48CC,,97.00,住家用,鋼筋混凝土造,,三層,
