編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
The serial number,land sector position,land shifting area square meter,the use zoning or compiles and checks
RPVOMLKKNHLFFHR47CB,橋北段,21.69,都市：住
RPTOMLKKNHLFFHR27CB,橋北段,31.30,都市：住
RPWOMLKKNHLFFHR57CB,橋北段,21.69,都市：住
RPTPMLKKNHLFFHR37CB,橋北段,26.02,都市：住
RPPPMLKKNHLFFHR96CB,橋北段,24.90,都市：住
RPRQMLKKNHLFFHR27CB,橋北段,31.30,都市：住
RPOQMLKKNHLFFHR96CB,橋北段,26.02,都市：住
RPPQMLKKNHLFFHR07CB,橋北段,32.60,都市：住
RPSQMLKKNHLFFHR37CB,橋北段,25.24,都市：住
RPVPMLKKNHLFFHR57CB,橋北段,26.02,都市：住
RPUPMLKKNHLFFHR47CB,橋北段,18.40,都市：住
RPQQMLKKNHLFFHR17CB,橋北段,24.90,都市：住
RPWPMLKKNHLFFHR67CB,橋北段,24.90,都市：住
RPQPMLKKNHLFFHR07CB,橋北段,24.59,都市：住
RPWNMLMKNHLFFHR67CB,橋北段,24.59,都市：住
RPQNMLMKNHLFFHR07CB,橋北段,26.02,都市：住
RPROMLMKNHLFFHR27CB,橋北段,26.02,都市：住
RPTQMLKKNHLFFHR47CB,橋北段,25.24,都市：住
RPXNMLMKNHLFFHR77CB,橋北段,26.02,都市：住
RPSOMLMKNHLFFHR37CB,橋北段,18.40,都市：住
RPVNMLMKNHLFFHR57CB,橋北段,24.90,都市：住
RPTOMLMKNHLFFHR47CB,橋北段,24.90,都市：住
RPUOMLMKNHLFFHR57CB,橋北段,21.69,都市：住
RPOOMLMKNHLFFHR96CB,橋北段,24.42,都市：住
RPWOMLMKNHLFFHR77CB,橋北段,21.69,都市：住
RPVOMLMKNHLFFHR67CB,橋北段,18.40,都市：住
RPPPMLMKNHLFFHR17CB,橋北段,21.69,都市：住
RPUPMLMKNHLFFHR67CB,橋北段,24.42,都市：住
RPVPMLMKNHLFFHR77CB,橋北段,24.90,都市：住
RPQPMLMKNHLFFHR27CB,橋北段,21.69,都市：住
RPOPMLMKNHLFFHR07CB,橋北段,14.68,都市：住
RPRNMLNLNHLFFHR37CB,橋北段,31.30,都市：住
RPPNMLNLNHLFFHR17CB,橋北段,24.59,都市：住
RPQNMLNLNHLFFHR27CB,橋北段,24.90,都市：住
RPRPMLMKNHLFFHR37CB,橋北段,18.05,都市：住
RPSNMLNLNHLFFHR47CB,橋北段,18.05,都市：住
RPWNMLNLNHLFFHR87CB,橋北段,24.90,都市：住
RPXNMLNLNHLFFHR97CB,橋北段,24.42,都市：住
RPUOMLNLNHLFFHR77CB,橋北段,24.90,都市：住
RPTNMLNLNHLFFHR57CB,橋北段,24.59,都市：住
RPOOMLNLNHLFFHR17CB,橋北段,21.69,都市：住
RPUNMLNLNHLFFHR67CB,橋北段,31.30,都市：住
RPVNMLNLNHLFFHR77CB,橋北段,26.02,都市：住
RPPOMLNLNHLFFHR27CB,橋北段,24.59,都市：住
RPXOMLNLNHLFFHR08CB,橋北段,21.69,都市：住
RPWOMLNLNHLFFHR97CB,橋北段,14.68,都市：住
RPROMLNLNHLFFHR47CB,橋北段,32.60,都市：住
RPQOMLNLNHLFFHR37CB,橋北段,24.90,都市：住
