鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
新竹市,建物,新竹市新竹市牛埔路301~330號,0.0,,,,1080422,土地0建物1車位0,全,,透天厝,見其他登記事項,加強磚造,0610115,63.48,3,2,2,有,無,2000000,31506,,0.0,0,含增建或未登記建物。;親友間之交易。,RPTTMLOKNHOFFAO37CA
新竹市,房地(土地+建物),新竹市新竹市士林一街2巷1~30號,92.82,,鄉村區,乙種建築用地,1080407,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1071001,279.07,4,2,6,有,有,21000000,75250,,0.0,0,,RPSNMLPKNHOFFAO76CA
新竹市,土地,光武段901~930地號,12.86,住,,,1080506,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,93313,,0.0,0,畸零地或有合併使用之交易。;有他人佔用之地上物,RPXOMLPKNHOFFAO37CA
新竹市,房地(土地+建物)+車位,新竹市新竹市民富街301~330號,19.6,住,,,1080112,土地2建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880429,106.75999999999999,3,2,2,有,無,5300000,49644,坡道機械,0.0,0,,RPQPMLNKNHOFFAO56CA
新竹市,房地(土地+建物),新竹市新竹市東大路二段239巷1弄1~30號,34.5,住,,,1080309,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,85.51,3,2,2,有,無,3800000,44439,,0.0,0,,RPTPMLNKNHOFFAO86CA
新竹市,房地(土地+建物)+車位,新竹市新竹市西濱路一段241~270號,33.82,住,,,1080317,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1030227,115.35,3,2,2,有,有,6200000,53749,坡道平面,1.54,0,,RPWNMLRKNHOFFAO37CA
新竹市,房地(土地+建物),新竹市新竹市北新街121~150號,6.66,住,,,1080410,土地2建物1車位0,九層,十層,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0980319,51.36,2,2,1,有,有,3430000,66783,,0.0,0,,RPTPMLRKNHOFFAO27CA
新竹市,房地(土地+建物)+車位,新竹市新竹市食品路271~300號,40.45,住,,,1080327,土地3建物1車位2,十二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050415,305.28,4,2,3,有,有,22800000,74686,坡道平面,49.49,0,,RPTQMLRKNHOFFAO37CA
新竹市,房地(土地+建物),新竹市新竹市南大路567巷1弄1~30號,60.4,住,,,1080318,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0641127,91.84,3,2,2,有,無,7500000,81664,,0.0,0,含增建或未登記建物。;,RPUSMLSLNHOFFAO87CA
