編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLNKNHOFFHN07CC,1,110.34,見其他登記事項,鋼筋混凝土造,107年6月4日,四層,
RPSNMLLMNHOFFDN96CC,25,152.64,住家用,鋼筋混凝土造,82年12月30日,八層,
RPPNMLOKOHOFFCN76CC,,157.40,見其他登記事項,見其他登記事項,108年3月12日,一層,
RPQNMLQKNHOFFCN96CC,22,1968.60,工業用,見其他登記事項,86年5月13日,一層,
RPQNMLNJOHOFFCN66CC,30,300.21,住家用,鋼筋混凝土造,78年8月26日,四層,
RPSNMLLKOHOFFDN86CC,1,82.77,見其他登記事項,鋼筋混凝土造,107年1月3日,十五層,
RPSNMLLKOHOFFDN86CC,1,40.75,見其他登記事項,鋼筋混凝土造,107年1月3日,十五層,
RPQNMLNJPHOFFAN56CC,19,114.58,住家用,鋼筋混凝土造,89年10月20日,十四層,
RPQNMLNJPHOFFAN56CC,19,29.17,見其他登記事項,鋼筋混凝土造,89年10月20日,十四層,
RPUOMLLMNHOFFAN96CC,40,105.60,住家用,鋼筋混凝土加強磚造,68年5月18日,二層,
RPUNMLKLOHOFFAN76CC,39,216.00,住商用,鋼筋混凝土造,69年5月7日,四層,
RPRNMLSKOHOFFAN27DC,23,117.05,住家用,鋼筋混凝土造,85年10月12日,七層,
RPVNMLLMNHOFFAN07DC,29,501.23,見其他登記事項,鋼筋混凝土造,79年6月7日,五層,
RPPNMLQLOHOFFAN86CC,38,130.38,住家用,鋼筋混凝土造,70年8月19日,五層,
RPQNMLQJOHOFFAN76CC,25,178.62,住商用,鋼筋混凝土造,83年7月29日,十三層,
RPROMLQJOHOFFAN96CC,31,207.90,見其他登記事項,鋼筋混凝土造,77年11月5日,五層,
RPPNMLMJOHOFFFN86DC,26,138.26,住家用,加強磚造,82年10月1日,二層,
RPQNMLNLPHOFFBN86CC,20,530.00,工業用,見其他登記事項,88年3月6日,一層,
RPTNMLSJQHOFFAN47CC,31,20.14,商業用,鋼筋混凝土造,77年10月22日,八層,
RPTNMLSJQHOFFAN47CC,31,20.14,商業用,鋼筋混凝土造,77年10月22日,八層,
RPTNMLSJQHOFFAN47CC,31,13.19,見其他登記事項,鋼筋混凝土造,77年10月22日,八層,
RPTNMLSJQHOFFAN47CC,31,6.74,見其他登記事項,鋼筋混凝土造,77年10月22日,八層,
RPVOMLSJQHOFFAN77CC,51,138.21,住家用,鋼筋混凝土加強磚造,57年7月12日,二層,
RPWNMLOJPHOFFDN57CC,24,70.06,住家用,鋼筋混凝土造,84年8月22日,十層,
RPPNMLPJPHOFFDN96CC,57,170.15,住家用,鋼筋混凝土加強磚造,51年6月10日,一層,
RPOOMLMKPHOFFDN76CC,44,74.66,住家用,加強磚造,64年5月9日,二層,
RPTNMLTLPHOFFDN97CC,11,50.00,住商用,鋼筋混凝土造,97年9月3日,四層,
RPPNMLNJQHOFFDN86CC,42,175.16,住商用,鋼筋混凝土造,66年11月16日,四層,
RPRPMLQKPHOFFDN57CC,37,192.26,住商用,鋼筋混凝土造,71年1月18日,四層,
RPSNMLTJQHOFFHN18CC,4,211.83,見其他登記事項,鋼筋混凝土造,104年9月2日,四層,
