鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
苓雅區,土地,成功段451~480地號,193.48,商,,,1050729,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,129,,0.0,0,,RPVNMLLJQHLFFBE48CC
苓雅區,房地(土地+建物),高雄市苓雅區河北路151~180號,167.5,住,,,1050728,土地1建物1車位0,全,2,透天厝,見其他登記事項,見其他登記事項,0770416,200.52,0,0,0,無,無,無,30000,150,,0.0,0,,RPPOMLLJQHLFFBE97CC
前金區,房地(土地+建物)+車位,高雄市前金區七賢二路271~300號,10.86,商,,,1050728,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,161.45,3,2,2,有,有,有,27000,167,坡道平面,19.3,0,,RPPOMLLJQHLFFAE87CC
前金區,房地(土地+建物),高雄市前金區自立橫路91~120號,11.31,商,,,1050725,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950303,123.78,3,1,1,有,有,有,16500,133,,0.0,0,,RPQOMLLJQHLFFAE97CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中華五路751~780號,37.07,住,,,1050728,土地1建物1車位1,十二層,27,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1000622,346.25,5,2,2,有,有,有,65000,188,坡道平面,30.79,0,,RPOOMLLJQHLFFCE97CC
楠梓區,房地(土地+建物)+車位,高雄市楠梓區盛昌街301~330號,0.0,商,,,1050727,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050224,130.46,2,2,1,有,有,無,15500,119,坡道機械,0.0,0,,RPXNMLLJQHLFFEE98CC
左營區,房地(土地+建物),高雄市左營區文康路31~60號,30.35,住,,,1050722,土地2建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030429,74.98,3,2,2,有,有,有,26000,347,,0.0,0,,RPOOMLLJQHLFFEE18CC
三民區,房地(土地+建物)+車位,高雄市三民區建國三路331~360號,13.95,商,,,1050729,土地1建物1車位1,十一層,29,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021112,310.84000000000003,3,2,3,有,有,有,45000,145,坡道平面,21.4,0,,RPUOMLLJQHLFFDE68CC
三民區,房地(土地+建物),高雄市三民區十全二路241~270號,74.0,商,,,1050711,土地1建物1車位0,全,3,透天厝,住商用,加強磚造,0601227,202.77,5,2,3,有,無,無,20000,99,,0.0,0,,RPWPMLLJQHLFFDE98CC
鳳山區,房地(土地+建物),高雄市鳳山區頂庄一街1~30號,73.85,住,,,1050801,土地2建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1001215,189.55,5,2,4,有,無,無,25000,132,,0.0,0,,RPRPMLLJQHLFFGE78CC
鳳山區,房地(土地+建物),高雄市鳳山區五甲二路331~360號,161.0,住,,,1050727,土地1建物1車位0,一層,5,店面(店鋪),見其他登記事項,見其他登記事項,0940426,4117.0,0,0,0,無,無,無,25000,6,,0.0,0,,RPTPMLLJQHLFFGE98CC
鳳山區,房地(土地+建物),高雄市鳳山區凱旋路61~90號,102.5,住,,,1050729,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1010401,257.4,5,2,5,有,無,無,25000,97,,0.0,0,,RPPQMLLJQHLFFGE68CC
大社區,建物,高雄市大社區大仁路61巷1~30號,53.0,住,,,1050730,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0790510,164.7,6,2,3,有,無,有,13000,79,,0.0,0,,RPRNMLLJQHLFFIE78CC
左營區,房地(土地+建物),高雄市左營區重平路1~30號,10.53,商,,,1050801,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941012,112.22,3,2,2,有,有,有,15000,134,,0.0,0,,RPTNMLMJQHLFFEE68CC
左營區,房地(土地+建物),高雄市左營區新莊一路271~300號,140.0,住,,,1050726,土地2建物1車位0,全,4,透天厝,,鋼筋混凝土造,0721227,338.52,0,0,0,有,無,無,40000,118,,0.0,0,,RPSOMLMJQHLFFEE68CC
左營區,房地(土地+建物)+車位,高雄市左營區光興街58巷1~30號,21.32,住,,,1050731,土地1建物1車位1,十八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860122,201.41,3,2,2,有,有,有,22000,109,坡道平面,0.0,0,租金含車位,RPXPMLMJQHLFFEE66CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1050725,土地0建物1車位0,二十五層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,129.6,2,2,2,有,有,有,13000,100,,0.0,0,,RPUOMLMJQHLFFBE58CC
