鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
芬園鄉,土地,新芬園段571~600地號,278.35,,山坡地保育區,農牧用地,1050718,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,700000,2515,,0.0,0,,RPSOMLLJQHLFFAN88CA
秀水鄉,土地,秀水段1591~1620地號,911.56,其他,,,1050603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30600000,33569,,0.0,0,"1.共有人數計2人.2.土地其上有未辦保存登記建物及租約租期至105年12月31日止,賣方負責將該建物拆除清空後點交土地.",RPPNMLNJQHLFFAN68CA
秀水鄉,土地,陝西段451~480地號,2758.0,,特定農業區,農牧用地,1050704,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10350000,3753,,0.0,0,,RPQNMLOJQHLFFAN88CA
彰化市,房地(土地+建物),彰化縣彰化巿崙美路609巷30弄1~30號,118.74,住,,,1050711,土地5建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1050412,227.22,5,3,6,有,無,8100000,35648,,0.0,0,,RPUPMLOJQHLFFAN86CA
芬園鄉,土地,嘉興段2311~2340地號,4669.0,,特定農業區,農牧用地,1050701,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,26500000,5676,,0.0,0,,RPQNMLPJQHLFFAN98CA
彰化市,房地(土地+建物),彰化縣彰化巿彰鹿路31~60號,91.06,工,,,1050706,土地3建物1車位0,一層，二層，三層，四層，騎樓，地下層,四層,其他,見其他登記事項,鋼筋混凝土造,0770909,222.63,12,0,4,有,無,8800000,39527,,0.0,0,,RPOOMLPJQHLFFAN88CA
彰化市,土地,西勢子段過溝子小段1~30地號,437.0,住,,,1050622,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16680000,38169,,0.0,0,,RPXNMLMKQHLFFAN86CA
彰化市,房地(土地+建物),彰化縣彰化巿自強南路22巷1~30號,31.98,住,,,1050707,土地2建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680604,84.4,3,2,2,有,無,2100000,24882,,0.0,0,,RPRNMLOLQHLFFAN56CA
和美鎮,土地,月眉段511~540地號,110.0,,鄉村區,乙種建築用地,1050614,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,27273,,0.0,0,,RPQNMLNJQHLFFBN88CA
