鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
朴子市,土地,南勢竹段南竹小段181~210地號,30.0,,特定農業區,農牧用地,1020724,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,33000,1100,,0.0,0,,RPUNMLOKQHIFFBQ86CA
義竹鄉,土地,五間厝段中厝小段571~600地號,1860.5,,特定農業區,農牧用地,1020704,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,860,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLPLQHIFFBQ56CA
大林鎮,房地(土地+建物),嘉義縣大林鎮明和里10鄰忠孝路503巷1~30號,108.25,住,,,1020709,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0820621,181.11,6,2,3,有,無,3180000,17558,,0.0,0,,RPOOMLLJQHIFFCQ68CA
溪口鄉,土地,柴林段331~360地號,1033.0,,特定農業區,水利用地,1020724,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,150000,145,,0.0,0,,RPPOMLMJQHIFFCQ88CA
太保市,房地(土地+建物),嘉義縣鹿草鄉麻寮里民生路90巷137弄1~30號,87.96,住,,,1020716,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0841214,149.19,4,2,3,有,無,2550000,17092,,0.0,0,,RPSNMLMJQHIFFDQ56CA
中埔鄉,土地,段241~270地號,3306.0,,山坡地保育區,林業用地,1020723,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4600000,1391,,0.0,0,,RPVNMLRJQHIFFDQ37CA
朴子市,土地,南勢竹段南竹小段901~930地號,2852.76,,特定農業區,農牧用地,1020720,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2139563,750,,0.0,0,,RPOOMLOKQHIFFBQ09DA
東石鄉,土地,東石段151~180地號,1369.87,,一般農業區,農牧用地,1020716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,616441,450,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLPKQHIFFBQ56DA
水上鄉,房地(土地+建物),嘉義縣水上鄉十一指厝1~30號,88.0,,鄉村區,乙種建築用地,1020708,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820907,179.67,4,2,3,有,無,4500000,25046,,0.0,0,,RPUNMLLJQHIFFDQ76DA
太保市,土地,新埤段301~330地號,184.0,,鄉村區,乙種建築用地,1020723,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,5435,,0.0,0,,RPPNMLNJQHIFFDQ09DA
水上鄉,土地,水東段481~510地號,72.04,住,,,1020711,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,13881,,0.0,0,,RPPNMLRJQHIFFDQ86DA
中埔鄉,土地,竹頭崎段91~120地號,4045.0,,山坡地保育區,林業用地,1020715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,99,,0.0,0,,RPSNMLRJQHIFFDQ17DA
水上鄉,房地(土地+建物),嘉義縣水上鄉柳鄉村柳子林151~180號,31.43,,鄉村區,乙種建築用地,1020717,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860524,75.61,3,1,2,有,有,386464,5111,,0.0,0,,RPSNMLSLQHIFFDQ47DA
溪口鄉,土地,溪西段151~180地號,8.6,住,,,1020725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,72240,8400,,0.0,0,,RPUNMLMJQHIFFCQ86EA
大林鎮,房地(土地+建物),嘉義縣大林鎮明和里7鄰甘蔗崙1~30號,118.31,住,,,1020719,土地1建物1車位0,一層，二層，三層，四層,四層,店面(店鋪),住商用,鋼筋混凝土造,0901228,209.16,3,2,3,有,無,5200000,24861,,0.0,0,,RPUNMLPJQHIFFCQ17EA
竹崎鄉,土地,覆金段751~780地號,4462.0,,山坡地保育區,林業用地,1020722,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,688800,154,,0.0,0,,RPVNMLPJQHIFFEQ47EA
竹崎鄉,土地,溪心段31~60地號,466.24,,一般農業區,農牧用地,1020712,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3012207,6461,,0.0,0,,RPQNMLSJQHIFFEQ27EA
竹崎鄉,土地,瓦厝埔段1021~1050地號,2800.57,,山坡地保育區,農牧用地,1020702,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1250000,446,,0.0,0,,RPSNMLPJQHIFFEQ17EA
