鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
南港區,房地(土地+建物)+車位,南港段一小段511~540地號,30.34,住,,,1020805,土地1建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.21,3,2,2,有,無,43000000,297131,坡道平面,36.57,2400000,,RPPPMLLLNHJFFDA47CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,19.69,住,,,1020830,土地2建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.2,2,2,1,有,無,27490000,273787,坡道平面,41.29,2600000,,RPTOMLRLNHJFFDA38CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,19.69,住,,,1020828,土地2建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.2,2,2,1,有,無,29680000,293477,坡道平面,41.29,3000000,,RPUOMLRLNHJFFDA48CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,19.69,住,,,1020928,土地2建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.2,2,2,1,有,無,27090000,273787,坡道平面,41.29,2200000,,RPVOMLRLNHJFFDA58CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,19.69,住,,,1020928,土地2建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.2,2,2,1,有,無,28010000,282807,坡道平面,41.29,2300000,,RPWOMLRLNHJFFDA68CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,19.69,住,,,1020928,土地2建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.2,2,2,1,有,無,28980000,293477,坡道平面,41.29,2300000,,RPXOMLRLNHJFFDA78CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,19.68,住,,,1021120,土地2建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.1,2,1,1,有,無,29930000,300958,坡道平面,41.29,2600000,,RPOPMLRLNHJFFDA97CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,14.35,住,,,1020927,土地2建物1車位1,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.54,2,2,1,有,無,21430000,288755,坡道平面,41.29,2300000,,RPQPMLRLNHJFFDA18CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,14.35,住,,,1020906,土地2建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.54,2,2,1,有,無,21540000,291925,坡道平面,41.29,2200000,,RPRPMLRLNHJFFDA28CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,14.35,住,,,1020831,土地2建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.54,2,2,1,有,無,23170000,307472,坡道平面,41.29,2800000,,RPSPMLRLNHJFFDA38CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,14.35,住,,,1020831,土地2建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.54,2,2,1,有,無,23170000,307472,坡道平面,41.29,2800000,,RPTPMLRLNHJFFDA48CB
信義區,房地(土地+建物)+車位,永吉段一小段181~210地號,14.35,住,,,1020906,土地2建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.54,2,2,1,有,無,23690000,316075,坡道平面,41.29,2750000,,RPUPMLRLNHJFFDA58CB
