編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
The serial number,land sector position,land shifting area square meter,the use zoning or compiles and checks
RPRTMLPKJIMFFBF68CB,新豐段,16.01,都市：商
RPQTMLPKJIMFFBF58CB,新豐段,15.76,都市：商
RPSTMLPKJIMFFBF78CB,新豐段,11.83,都市：商
RPTTMLPKJIMFFBF88CB,新豐段,17.72,都市：商
RPPTMLPKJIMFFBF48CB,新豐段,17.34,都市：商
RPVTMLPKJIMFFBF09CB,新豐段,17.59,都市：商
RPWSMLPKJIMFFBF09CB,新豐段,17.34,都市：商
RPVSMLPKJIMFFBF98CB,新豐段,17.34,都市：商
RPXSMLPKJIMFFBF56CB,新豐段,9.87,都市：商
RPOTMLPKJIMFFBF38CB,新豐段,16.01,都市：商
RPQOMLKLJIMFFEF97CB,沙崙段,17.15,都市：商
RPOOMLKLJIMFFEF77CB,沙崙段,17.31,都市：商
RPSOMLKLJIMFFEF18CB,沙崙段,17.11,都市：商
RPPOMLKLJIMFFEF87CB,沙崙段,17.27,都市：商
RPVOMLKLJIMFFEF48CB,沙崙段,18.23,都市：商
RPWOMLKLJIMFFEF58CB,沙崙段,18.23,都市：商
RPTOMLKLJIMFFEF28CB,沙崙段,17.48,都市：商
RPUOMLKLJIMFFEF38CB,沙崙段,17.90,都市：商
RPROMLKLJIMFFEF08CB,沙崙段,16.98,都市：商
RPXNMLKLJIMFFEF58CB,沙崙段,17.36,都市：商
RPXOMLKLJIMFFEF68CB,沙崙段,18.15,都市：商
RPRPMLKLJIMFFEF18CB,沙崙段,17.19,都市：商
RPPPMLKLJIMFFEF97CB,沙崙段,17.81,都市：商
RPOPMLKLJIMFFEF87CB,沙崙段,17.98,都市：商
RPSPMLKLJIMFFEF28CB,沙崙段,17.07,都市：商
RPQPMLKLJIMFFEF08CB,沙崙段,17.48,都市：商
RPTPMLKLJIMFFEF38CB,沙崙段,17.23,都市：商
RPVPMLKLJIMFFEF58CB,沙崙段,7.39,都市：商
RPWPMLKLJIMFFEF68CB,沙崙段,7.43,都市：商
RPUPMLKLJIMFFEF48CB,沙崙段,8.01,都市：商
RPOQMLKLJIMFFEF97CB,沙崙段,7.56,都市：商
RPXPMLKLJIMFFEF78CB,沙崙段,7.81,都市：商
RPPQMLKLJIMFFEF08CB,沙崙段,7.97,都市：商
RPQQMLKLJIMFFEF18CB,沙崙段,8.26,都市：商
RPSQMLKLJIMFFEF38CB,沙崙段,9.13,都市：商
RPUQMLKLJIMFFEF58CB,沙崙段,7.93,都市：商
RPXQMLKLJIMFFEF88CB,沙崙段,8.01,都市：商
RPORMLKLJIMFFEF08CB,沙崙段,8.10,都市：商
RPWQMLKLJIMFFEF78CB,沙崙段,7.76,都市：商
RPSRMLKLJIMFFEF48CB,沙崙段,9.43,都市：商
RPRRMLKLJIMFFEF38CB,沙崙段,7.89,都市：商
RPPRMLKLJIMFFEF18CB,沙崙段,7.85,都市：商
RPRQMLKLJIMFFEF28CB,沙崙段,8.35,都市：商
RPVQMLKLJIMFFEF68CB,沙崙段,7.72,都市：商
RPWRMLKLJIMFFEF88CB,沙崙段,9.92,都市：商
RPVRMLKLJIMFFEF78CB,沙崙段,9.76,都市：商
RPTQMLKLJIMFFEF48CB,沙崙段,8.84,都市：商
RPURMLKLJIMFFEF68CB,沙崙段,9.88,都市：商
RPTRMLKLJIMFFEF58CB,沙崙段,9.43,都市：商
RPXRMLKLJIMFFEF98CB,沙崙段,9.80,都市：商
RPRSMLKLJIMFFEF48CB,沙崙段,10.34,都市：商
RPQSMLKLJIMFFEF38CB,沙崙段,10.09,都市：商
RPTSMLKLJIMFFEF68CB,沙崙段,10.17,都市：商
RPSSMLKLJIMFFEF58CB,沙崙段,10.34,都市：商
RPWSMLKLJIMFFEF98CB,沙崙段,9.63,都市：商
RPVSMLKLJIMFFEF88CB,沙崙段,9.43,都市：商
RPXSMLKLJIMFFEF09CB,沙崙段,9.76,都市：商
RPUSMLKLJIMFFEF78CB,沙崙段,9.47,都市：商
RPOTMLKLJIMFFEF28CB,沙崙段,10.01,都市：商
RPPTMLKLJIMFFEF38CB,沙崙段,10.01,都市：商
RPQTMLKLJIMFFEF48CB,沙崙段,15.94,都市：商
RPSTMLKLJIMFFEF68CB,沙崙段,16.24,都市：商
RPRTMLKLJIMFFEF58CB,沙崙段,16.07,都市：商
RPTTMLKLJIMFFEF78CB,沙崙段,16.32,都市：商
RPUTMLKLJIMFFEF88CB,沙崙段,16.32,都市：商
RPWTMLKLJIMFFEF09CB,沙崙段,15.78,都市：商
RPQUMLKLJIMFFEF58CB,沙崙段,5.19,都市：商
RPXTMLKLJIMFFEF56CB,沙崙段,5.19,都市：商
RPRUMLKLJIMFFEF68CB,沙崙段,5.19,都市：商
RPVTMLKLJIMFFEF98CB,沙崙段,16.19,都市：商
RPPUMLKLJIMFFEF48CB,沙崙段,5.19,都市：商
RPOUMLKLJIMFFEF38CB,沙崙段,5.61,都市：商
RPWUMLKLJIMFFEF56CB,沙崙段,5.19,都市：商
RPTUMLKLJIMFFEF88CB,沙崙段,5.19,都市：商
RPSUMLKLJIMFFEF78CB,沙崙段,5.19,都市：商
RPPVMLKLJIMFFEF58CB,沙崙段,5.19,都市：商
RPVUMLKLJIMFFEF09CB,沙崙段,5.19,都市：商
RPUUMLKLJIMFFEF98CB,沙崙段,5.19,都市：商
RPQVMLKLJIMFFEF68CB,沙崙段,5.19,都市：商
RPOVMLKLJIMFFEF48CB,沙崙段,5.19,都市：商
RPSVMLKLJIMFFEF88CB,沙崙段,5.19,都市：商
RPRVMLKLJIMFFEF78CB,沙崙段,5.19,都市：商
RPTVMLKLJIMFFEF98CB,沙崙段,5.19,都市：商
RPXVMLKLJIMFFEF76CB,沙崙段,16.24,都市：商
RPWVMLKLJIMFFEF66CB,沙崙段,15.86,都市：商
RPUVMLKLJIMFFEF09CB,沙崙段,15.36,都市：商
RPVVMLKLJIMFFEF56CB,沙崙段,15.57,都市：商
RPQWMLKLJIMFFEF78CB,沙崙段,17.44,都市：商
RPPWMLKLJIMFFEF68CB,沙崙段,16.94,都市：商
RPOWMLKLJIMFFEF58CB,沙崙段,16.65,都市：商
RPRWMLKLJIMFFEF88CB,沙崙段,10.26,都市：商
RPSWMLKLJIMFFEF98CB,沙崙段,11.21,都市：商
RPTWMLKLJIMFFEF09CB,沙崙段,10.26,都市：商
