鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北區,房地(土地+建物),臺南市北區開元路485巷41弄1~30號,7.97,商,,,1060408,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0891120,73.28,2,1,1,有,有,3250000,44350,,0.0,0,,RPWPMLLJNHMFFAD18CA
北區,房地(土地+建物),臺南市北區公園路661~690號,7.5,住,,,1060408,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701231,85.72,2,2,2,有,無,3300000,38497,,0.0,0,,RPQOMLMJNHMFFAD57CA
安平區,房地(土地+建物),臺南市安平區健康路三段31~60號,200.0,住,,,1060403,土地1建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1030721,489.6,4,2,5,有,無,32000000,65359,,0.0,0,,RPSNMLOJNHMFFAD87CA
中西區,房地(土地+建物),臺南市中西區大同路一段1~30號,7.48,商,,,1060423,土地3建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0680406,45.91,1,1,1,有,無,650000,14158,,0.0,0,,RPTNMLOJNHMFFAD97CA
中西區,房地(土地+建物),臺南市中西區大同路一段1~30號,7.48,商,,,1060423,土地3建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0680406,46.07,1,1,1,有,無,650000,14109,,0.0,0,,SPTNMLOJNHMFFAD08CA
安平區,房地(土地+建物),臺南市安平區光州七街61~90號,92.0,住,,,1060404,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0820824,224.49,5,2,4,有,無,10860000,48376,,0.0,0,,RPSOMLPJNHMFFAD08CA
北區,房地(土地+建物)+車位,臺南市北區公園南路370巷1~30號,17.24,住,,,1060319,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0890406,205.27,4,2,2,有,有,8300000,40435,坡道平面,0.0,600000,,RPRPMLPJNHMFFAD08CA
北區,房地(土地+建物)+車位,臺南市北區北成路391~420號,13.37,住,,,1060405,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990406,102.68,2,2,1,有,有,4750000,46260,坡道平面,0.0,0,,RPSNMLNJNHMFFAD77CA
北區,房地(土地+建物),臺南市北區公園南路361~390號,6.89,住,,,1060415,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0960824,63.37,2,2,1,有,有,4000000,63121,,0.0,0,,RPTNMLNJNHMFFAD87CA
安平區,房地(土地+建物),臺南市安平區永華十一街49巷1~30號,93.04,住,,,1060311,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0960601,191.68,5,2,3,有,無,9800000,51127,,0.0,0,,RPOQMLPJNHMFFAD87CA
北區,房地(土地+建物)+車位,臺南市北區長榮路五段41巷61~90號,28.41,住,,,1060401,土地3建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0920916,149.23,3,2,2,有,有,6650000,44562,坡道平面,0.0,0,,RPRPMLTJNHMFFAD48CA
安平區,房地(土地+建物)+車位,臺南市安平區建平八街450巷1~30號,16.02,住,,,1060404,土地2建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0830330,119.44,3,2,2,有,有,5000000,41862,坡道平面,0.0,0,,RPSNMLKKNHMFFAD57CA
中西區,房地(土地+建物)+車位,臺南市中西區成功路451~480號,14.93,商,,,1060324,土地2建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0960720,176.44,4,2,2,有,有,9000000,51009,坡道平面,0.0,0,含增建或未登記建物。,RPTOMLKKNHMFFAD77CA
安平區,房地(土地+建物),臺南市安平區慶平路541~570號,18.05,商,,,1060311,土地1建物2車位0,一層，二層，騎樓,二十四層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土構造,0861022,303.93,0,0,0,無,有,12990000,42740,,0.0,0,,RPUOMLKKNHMFFAD87CA
北區,房地(土地+建物)+車位,臺南市北區長榮路五段41巷1~30號,32.55,住,,,1060413,土地3建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0920916,169.34,3,2,2,有,有,6500000,38384,坡道平面,0.0,0,,RPXNMLKKNHMFFAD08CA
中西區,房地(土地+建物)+車位,臺南市中西區民權路三段400巷1~30號,21.2,住,,,1060417,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土構造,0880730,144.63,3,2,2,有,有,5250000,36300,坡道平面,0.0,0,,RPSPMLMKNHMFFAD97CA
安平區,房地(土地+建物),臺南市安平區育平路151~180號,11.31,住,,,1060402,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0880113,90.39,2,1,1,有,有,3080000,34075,,0.0,0,,RPQRMLMKNHMFFAD97CA
北區,土地,立人段421~450地號,36.0,住,,,1060411,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1197900,33275,,0.0,0,,RPQPMLSKNHMFFAD38CA
