編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPRNMLPJLHKFFCN88CC,25,117.56,住商用,鋼筋混凝土造,78年12月8日,四層,
RPSNMLPJLHKFFCN98CC,17,104.98,見其他登記事項,鋼筋混凝土造,86年8月15日,三層,
RPWNMLPLLHKFFCN96CC,2,54.00,見其他登記事項,鋼筋混凝土造,101年12月20日,四層,
RPRNMLNKKHKFFCN68CC,38,66.00,住商用,加強磚造,66年6月20日,二層,
RPPNMLLKLHKFFCN38CC,35,56.77,住商用,加強磚造,68年9月20日,二層,
RPRNMLSJMHKFFCN76DC,17,225.32,農舍,鋼筋混凝土造,87年6月8日,三層,
RPUNMLQKKHKFFAN56DC,33,41.00,住商用,鋼筋混凝土加強磚造,70年12月8日,八層,
RPPOMLRKLHKFFAN88CC,38,210.56,住商用,鋼筋混凝土造,66年4月1日,四層,
RPQOMLRJMHKFFDN76DC,7,205.85,住商用,鋼筋混凝土造,97年1月9日,四層,
RPQNMLPLLHKFFBN98DC,37,1600.00,工業用,鋼筋混凝土加強磚造,67年4月14日,一層,
RPXNMLLJMHKFFAN09DC,47,202.68,住家用,鋼筋混凝土加強磚造,56年12月26日,三層,
RPXNMLLMLHKFFAN66DC,23,62.93,住家用,鋼筋混凝土造,81年3月17日,七層,
RPWNMLLMLHKFFAN56DC,22,162.28,住家用,鋼筋混凝土造,81年10月6日,四層,
RPTNMLLJMHKFFDN88CC,24,21.26,住商用,鋼筋混凝土造,80年1月4日,五層,
RPTNMLLJMHKFFDN88CC,24,56.03,住商用,鋼筋混凝土造,80年1月4日,五層,
