編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
The serial number,land sector position,land shifting area square meter,the use zoning or compiles and checks
RPSNMLPJLHKFFCN98CC,埔崙段,104.98,都市：住
RPRNMLPJLHKFFCN88CC,鹿德段,117.56,都市：住
RPWNMLPLLHKFFCN96CC,龍山段,54.00,都市：商
RPRNMLNKKHKFFCN68CC,景福段,66.00,都市：其他
RPPNMLLKLHKFFCN38CC,鹿德段,56.77,都市：住
RPRNMLSJMHKFFCN76DC,東石段,99.00,非都市：一般農業區 ; 非都市編定：養殖用地
RPUNMLQKKHKFFAN56DC,民生段,19.76,都市：商
RPPOMLRKLHKFFAN88CC,南郭段南郭小段,79.00,都市：住
RPQOMLRJMHKFFDN76DC,靜修段,90.33,都市：住
RPQNMLPLLHKFFBN98DC,建興段,1685.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
RPXNMLLJMHKFFAN09DC,南郭段南郭小段,149.00,都市：商
RPXNMLLMLHKFFAN66DC,西門口段,7.00,都市：住
RPWNMLLMLHKFFAN56DC,西門口段,77.00,都市：住
RPQOMLOKMHKFFAN78CC,彰興段,1589.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPSNMLTJMHKFFAN66CC,下崙段,989.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPTNMLLJMHKFFDN88CC,員林段,69.00,都市：商
