鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛1街211~240號,13.11,住,,,1070215,土地1建物1車位0,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841206,46.89,1,0,1,有,無,有,5500,117,,0.0,0,,RPTNMLLLKHNFFAU07DC
花蓮市,房地(土地+建物),花蓮縣花蓮市介仁街61~90號,71.8,住,,,1070211,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0831017,248.8,5,2,3,有,無,有,20000,80,,0.0,0,,RPPNMLMLKHNFFAU76DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉明義6街89巷1~30號,42.59,,鄉村區,乙種建築用地,1070212,土地1建物1車位0,全,1,透天厝,住家用,鋼筋混凝土加強磚造,0670411,35.71,3,2,1,有,無,有,9000,252,,0.0,0,,RPQNMLMLKHNFFAU86DC
花蓮市,房地(土地+建物),花蓮縣花蓮市富國路31~60號,136.0,住,,,1070222,土地1建物1車位0,一層,1,店面(店鋪),住商用,鋼筋混凝土造,0730128,57.36,0,0,0,無,無,有,22000,384,,0.0,0,,RPROMLMLKHNFFAU96CC
花蓮市,房地(土地+建物),花蓮縣花蓮市華泰街31~60號,11.22,住,,,1070206,土地1建物1車位0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860827,61.02,2,1,1,有,有,有,8000,131,,0.0,0,,RPQNMLNLKHNFFAU86CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中美路303巷1~30號,17.3,住,,,1070222,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701231,120.95,3,2,1,有,無,有,8000,66,,0.0,0,,RPPNMLNLKHNFFAU86DC
新城鄉,土地,嘉新段541~570地號,41.0,農,,,1070205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,5000,122,,0.0,0,,RPPNMLPLKHNFFAU96CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街181~210號,14.74,住,,,1070129,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850716,99.37,2,1,1,有,有,有,12000,121,,0.0,0,,RPXNMLRLKHNFFAU97CC
花蓮市,房地(土地+建物),花蓮縣花蓮市裕祥路91~120號,82.0,住,,,1070130,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0761106,109.54,3,2,2,有,無,無,15000,137,,0.0,0,,RPOOMLRLKHNFFAU17CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街121~150號,31.6,住,,,1070202,土地1建物1車位0,一層,5,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0850130,99.02000000000001,0,0,1,有,無,無,13000,131,,0.0,0,租一樓店面不含夾層,RPQOMLRLKHNFFAU37CC
花蓮市,房地(土地+建物),花蓮縣花蓮市博愛街31~60號,15.59,商,,,1070206,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831006,123.58,3,2,2,有,有,有,16500,134,,0.0,0,,RPSOMLRLKHNFFAU57CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街121~150號,67.2,住,,,1070210,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850130,62.59,2,1,1,有,有,有,10000,160,,0.0,0,,RPTOMLRLKHNFFAU67CC
花蓮市,房地(土地+建物),花蓮縣花蓮市德安二街61~90號,16.8,住,,,1070214,土地1建物1車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841104,90.82,3,2,2,有,有,有,12000,132,,0.0,0,,RPUOMLRLKHNFFAU77CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉建國路一段91~120號,55.93,住,,,1070218,土地1建物1車位0,一層,4,店面(店鋪),住工用,鋼筋混凝土造,0801218,67.83,0,0,1,有,無,無,18000,265,,0.0,0,,RPVOMLRLKHNFFAU87CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國民八街61~90號,14.8,住,,,1070226,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781104,66.81,3,2,1,有,無,有,12000,180,,0.0,0,,RPRNMLLJLHNFFAU76DC
花蓮市,土地,民勤段451~480地號,131.04,住,,,1070225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,10000,76,,0.0,0,土地為國有地,RPQNMLMJLHNFFAU76DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興五街451~480號,620.01,,山坡地保育區,農牧用地,1070215,土地1建物1車位0,全,1,透天厝,農舍,加強磚造,06311,63.48,2,1,1,有,無,有,8000,126,,0.0,0,,RPRNMLRJLHNFFAU27CC
花蓮市,房地(土地+建物),花蓮縣花蓮市有恆街1~30號,76.0,住,,,1070308,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0730130,229.0,0,0,0,無,無,無,20000,87,,0.0,0,,RPTOMLMKLHNFFAU17CC
花蓮市,房地(土地+建物),花蓮縣花蓮市裕祥路1~30號,28.0,其他,,,1070310,土地1建物1車位0,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0870327,64.11,0,0,0,無,無,無,6700,105,,0.0,0,,RPRNMLOKLHNFFAU07CC
