編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPROMLOJQHJFFAH28CA,33,73.08,住家用,鋼筋混凝土造,70年4月7日,五層,四層 陽台
RPPSMLLJQHJFFAH18CA,33,76.50,住家用,鋼筋混凝土造,70年10月27日,五層,五層
RPQRMLQJQHJFFAH68CA,1,91.08,見其他登記事項,鋼筋混凝土造,102年2月28日,七層,二層
RPQRMLQJQHJFFAH68CA,1,46.97,見其他登記事項,鋼筋混凝土造,102年2月28日,七層,
RPSRMLQJQHJFFAH88CA,24,74.42,住家用,鋼筋混凝土造,79年2月12日,五層,四層
RPSRMLQJQHJFFAH88CA,24,8.60,共有部份,鋼筋混凝土造,79年2月12日,五層,
RPSRMLQJQHJFFAH88CA,24,68.32,住家用,鋼筋混凝土造,79年2月12日,五層,四層
RPSRMLQJQHJFFAH88CA,24,9.94,共有部份,鋼筋混凝土造,79年2月12日,五層,
RPSRMLQJQHJFFAH88CA,24,9.08,共有部份,鋼筋混凝土造,79年2月12日,五層,
RPSRMLQJQHJFFAH88CA,24,7.63,共有部份,鋼筋混凝土造,79年2月12日,五層,
RPUNMLPJQHJFFAH58CA,41,996.56,見其他登記事項,見其他登記事項,62年9月5日,二層,一層 二層 地下層
RPXOMLPJQHJFFAH98CA,9,224.69,見其他登記事項,鋼筋混凝土造,94年8月22日,四層,一層 二層 三層 四層 見其他登記事項
RPXOMLPJQHJFFAH98CA,9,1.04,共有部份,鋼筋混凝土造,94年8月22日,五層,
RPWNMLPJQHJFFAH78CA,36,97.74,住家用,加強磚造,67年8月30日,二層,一層 二層
RPOOMLRJQHJFFAH28CA,20,75.62,住家用,鋼筋混凝土造,83年3月5日,八層,一層
RPOOMLRJQHJFFAH28CA,20,10.25,共有部份,鋼筋混凝土造,83年3月5日,八層,
RPOOMLRJQHJFFAH28CA,20,7.64,共有部份,鋼筋混凝土造,83年3月5日,八層,
RPOUMLSJQHJFFAH98CA,24,195.75,住家用,鋼筋混凝土造,78年7月24日,八層,二層
RPOUMLSJQHJFFAH98CA,24,1.83,共有部份,鋼筋混凝土造,78年7月24日,八層,
RPSRMLRJQHJFFAH98CA,17,43.58,住家用,鋼筋混凝土造,86年9月1日,十七層,十二層
RPSRMLRJQHJFFAH98CA,17,3.46,共有部份,鋼筋混凝土造,86年9月1日,十七層,
RPSRMLRJQHJFFAH98CA,17,8.07,共有部份,鋼筋混凝土造,86年9月1日,十七層,
RPQQMLSJQHJFFAH78CA,1,92.80,住家用,鋼筋混凝土造,102年9月25日,十四層,十一層
RPQQMLSJQHJFFAH78CA,1,68.99,見其他登記事項,鋼筋混凝土造,102年9月25日,十五層,
RPXVMLLKQHJFFAH76CA,26,114.90,住家用,鋼筋混凝土造,77年7月20日,五層,五層
RPWRMLMKQHJFFAH98CA,20,94.90,住家用,鋼筋混凝土造,83年6月2日,十六層,七層
RPWRMLMKQHJFFAH98CA,20,24.77,共有部份,鋼筋混凝土造,83年6月2日,十六層,
RPWRMLMKQHJFFAH98CA,20,39.38,見其他登記事項,鋼筋混凝土造,83年6月2日,十六層,
RPWRMLMKQHJFFAH98CA,20,.76,共有部份,鋼筋混凝土造,83年6月2日,十六層,
RPPRMLNKQHJFFAH38CA,9,194.84,見其他登記事項,鋼筋混凝土造,94年5月3日,五層,一層 二層 三層 四層 五層
RPPRMLNKQHJFFAH38CA,9,4.19,共有部份,鋼筋混凝土造,94年5月3日,五層,
RPVOMLTLQHJFFAH76CA,21,352.67,工業用,鋼筋混凝土造,82年7月22日,十層,三層
RPVOMLTLQHJFFAH76CA,21,53.36,共有部份,鋼筋混凝土造,82年7月22日,十層,
RPRWMLSKQHJFFAH96CA,11,44.10,住家用,鋼筋混凝土造,92年4月14日,十二層,一層
RPRWMLSKQHJFFAH96CA,11,6.14,共有部份,鋼筋混凝土造,92年4月14日,十二層,
RPRWMLSKQHJFFAH96CA,11,8.57,共有部份,鋼筋混凝土造,92年4月14日,十二層,
RPRSMLQLQHJFFAH09CA,20,271.88,見其他登記事項,鋼筋混凝土造,83年5月13日,七層,二層
RPRSMLQLQHJFFAH09CA,20,44.77,共有部份,鋼筋混凝土造,83年5月13日,七層,
RPRSMLQLQHJFFAH09CA,20,67.30,共有部份,鋼筋混凝土造,83年5月13日,七層,
RPRSMLQLQHJFFAH09CA,20,37.35,共有部份,鋼筋混凝土造,83年5月13日,七層,
RPRSMLQLQHJFFAH09CA,20,293.98,見其他登記事項,鋼筋混凝土造,83年5月13日,七層,地下層
RPRSMLQLQHJFFAH09CA,20,67.30,共有部份,鋼筋混凝土造,83年5月13日,七層,
RPRSMLQLQHJFFAH09CA,20,40.51,共有部份,鋼筋混凝土造,83年5月13日,七層,
RPPQMLQLQHJFFAH68CA,12,149.32,住家用,鋼筋混凝土造,91年2月5日,十四層,十二層
RPPQMLQLQHJFFAH68CA,12,31.91,共有部份,鋼筋混凝土造,91年2月5日,十四層,
RPPQMLQLQHJFFAH68CA,12,56.07,共有部份,鋼筋混凝土造,91年2月5日,十四層,
RPPPMLPJQHJFFBH38CA,20,86.84,住家用,鋼筋混凝土造,83年3月21日,六層,五層
RPPPMLPJQHJFFBH38CA,20,13.30,共有部份,鋼筋混凝土造,83年3月21日,六層,
RPPPMLPJQHJFFBH38CA,20,11.82,共有部份,鋼筋混凝土造,83年3月21日,六層,
RPVOMLPJQHJFFBH88CA,22,32.44,見其他登記事項,鋼筋混凝土造,81年5月27日,二十二層,
RPVOMLPJQHJFFBH88CA,22,52.60,共有部份,鋼筋混凝土造,81年5月27日,二十二層,
RPVOMLPJQHJFFBH88CA,22,137.11,見其他登記事項,鋼筋混凝土造,81年5月27日,二十二層,二層
RPVOMLPJQHJFFBH88CA,22,9.32,共有部份,鋼筋混凝土造,81年5月27日,二十二層,
RPVOMLPJQHJFFBH88CA,22,.16,共有部份,鋼筋混凝土造,81年5月27日,二十二層,
RPXNMLOJQHJFFBH88CA,24,100.60,住家用,鋼筋混凝土造,79年5月4日,五層,五層
RPXNMLOJQHJFFBH88CA,24,2.96,共有部份,鋼筋混凝土造,79年5月4日,五層,
RPTOMLPJQHJFFBH68CA,3,90.79,見其他登記事項,鋼筋混凝土造,100年11月30日,十二層,九層
RPTOMLPJQHJFFBH68CA,3,20.62,見其他登記事項,鋼筋混凝土造,100年11月30日,十二層,
RPTOMLPJQHJFFBH68CA,3,46.45,見其他登記事項,鋼筋混凝土造,100年11月30日,十四層,
RPUPMLOJQHJFFBH78CA,14,35.15,見其他登記事項,鋼筋混凝土造,89年8月8日,十四層,十一層
RPUPMLOJQHJFFBH78CA,14,7.74,共有部份,鋼筋混凝土造,89年8月8日,十四層,
RPUPMLOJQHJFFBH78CA,14,3.07,共有部份,鋼筋混凝土造,89年8月8日,十四層,
RPSSMLRJQHJFFBH56CA,20,101.10,住家用,鋼筋混凝土造,83年8月4日,七層,六層
RPSSMLRJQHJFFBH56CA,20,4.52,共有部份,鋼筋混凝土造,83年8月4日,七層,
RPSSMLRJQHJFFBH56CA,20,9.33,共有部份,鋼筋混凝土造,83年8月4日,七層,
RPORMLRJQHJFFBH68CA,8,66.78,住家用,鋼筋混凝土造,95年11月5日,十三層,十二層
RPORMLRJQHJFFBH68CA,8,8.14,共有部份,鋼筋混凝土造,95年11月5日,十三層,
RPORMLRJQHJFFBH68CA,8,40.03,共有部份,鋼筋混凝土造,95年11月5日,十四層,
RPQUMLSJQHJFFBH66CA,26,103.21,住家用,鋼筋混凝土造,77年7月30日,五層,四層
RPQNMLMKQHJFFBH08CA,15,30.21,見其他登記事項,鋼筋混凝土造,88年7月2日,十四層,四層
RPQNMLMKQHJFFBH08CA,15,9.54,共有部份,鋼筋混凝土造,88年7月2日,十四層,
RPQNMLMKQHJFFBH08CA,15,7.02,共有部份,鋼筋混凝土造,88年7月2日,十四層,
RPTNMLTKQHJFFBH09CA,20,86.20,住家用,鋼筋混凝土造,83年9月26日,七層,六層
RPTNMLTKQHJFFBH09CA,20,5.56,共有部份,鋼筋混凝土造,83年9月26日,七層,
