鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
平鎮區,房地(土地+建物)+車位,廣北段541~570地號,9.71,商,,,1030511,土地1建物1車位1,六層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,162.4,3,2,2,有,無,9420000,60264,坡道平面,26.83,1250000,,RPRNMLQJJIJFFGH48CB
平鎮區,房地(土地+建物)+車位,廣北段541~570地號,9.71,商,,,1020512,土地1建物1車位1,十層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,162.4,3,2,2,有,無,9200000,57535,坡道平面,26.83,1400000,,RPXNMLQJJIJFFGH09CB
平鎮區,房地(土地+建物)+車位,廣北段541~570地號,9.71,商,,,1020505,土地1建物1車位1,十三層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,162.4,3,2,2,有,無,9300000,58272,坡道平面,26.83,1400000,,RPQOMLQJJIJFFGH48CB
平鎮區,房地(土地+建物)+車位,廣北段541~570地號,9.71,商,,,1020508,土地1建物1車位1,十四層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,162.4,3,2,2,有,無,10540000,68525,坡道平面,26.83,1250000,,RPROMLQJJIJFFGH58CB
平鎮區,房地(土地+建物)+車位,廣北段541~570地號,9.71,商,,,1020503,土地1建物1車位1,十五層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,162.4,3,2,2,有,無,9320000,58051,坡道平面,26.83,1450000,,RPSOMLQJJIJFFGH68CB
平鎮區,房地(土地+建物)+車位,廣北段541~570地號,9.71,商,,,1020504,土地1建物1車位1,十六層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,162.4,3,2,2,有,無,9320000,58420,坡道平面,26.83,1400000,,RPTOMLQJJIJFFGH78CB
平鎮區,房地(土地+建物)+車位,廣北段541~570地號,9.71,商,,,1020508,土地1建物1車位1,十七層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,162.4,3,2,2,有,無,10320000,65796,坡道平面,26.83,1400000,,RPUOMLQJJIJFFGH88CB
平鎮區,房地(土地+建物)+車位,廣北段541~570地號,9.71,商,,,1020504,土地1建物1車位1,十九層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,162.4,3,2,2,有,無,10590000,67050,坡道平面,26.83,1500000,,RPVOMLQJJIJFFGH98CB
平鎮區,房地(土地+建物)+車位,廣北段541~570地號,9.71,商,,,1020508,土地1建物1車位1,二十三層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,159.96,3,2,2,有,無,9850000,63096,坡道平面,26.83,1450000,,RPRPMLQJJIJFFGH68CB
平鎮區,房地(土地+建物)+車位,廣北段541~570地號,9.71,商,,,1020504,土地1建物1車位1,二十五層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,159.96,3,2,2,有,無,10620000,68504,坡道平面,26.83,1500000,,RPSPMLQJJIJFFGH78CB
平鎮區,房地(土地+建物),廣北段541~570地號,5.83,商,,,1020429,土地1建物1車位0,四層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,83.34,1,2,1,有,無,5430000,65155,,0.0,0,,RPUPMLQJJIJFFGH98CB
平鎮區,房地(土地+建物),廣北段541~570地號,5.83,商,,,1020512,土地1建物1車位0,五層,25,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,83.34,1,2,1,有,無,5700000,68395,,0.0,0,,RPWPMLQJJIJFFGH56CB
