鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
板橋區,房地(土地+建物)+車位,新北市板橋區光復街31~60號,23.04,住,,,1071117,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930303,166.35,4,2,2,有,有,19000000,114217,坡道平面,36.35,0,含增建或未登記建物。,RPSNMLNKKHOFFAF97CA
板橋區,房地(土地+建物),新北市板橋區民生路三段241~270號,7.83,住,,,1071214,土地2建物1車位0,十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850120,137.68,4,2,2,有,有,14250000,103501,,0.0,0,含增建或未登記建物。,RPTNMLNKKHOFFAF08CA
土城區,土地,瑞興段451~480地號,713.59,其他,,,1080114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,82100000,115052,,0.0,0,包含公共設施保留地之交易。;,RPOPMLNKKHOFFAF77CA
土城區,房地(土地+建物),新北市土城區學府路一段121~150號,5.75,住,,,1071224,土地1建物1車位0,十七層,十八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840524,31.47,0,0,0,無,有,3800000,120750,,0.0,0,,RPUOMLLKKHOFFAF08CA
土城區,房地(土地+建物),新北市土城區南天母路121~150號,29.22,,山坡地保育區,丙種建築用地,1080111,土地1建物1車位0,通道，九層，十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790730,115.28,3,2,2,有,有,5100000,44240,,0.0,0,,RPQNMLMKKHOFFAF67CA
板橋區,房地(土地+建物),新北市板橋區大觀路二段79巷2弄1~30號,29.64,住,,,1080111,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640306,89.54,3,2,1,有,無,6960000,77731,,0.0,0,,RPUNMLMKKHOFFAF08CA
板橋區,房地(土地+建物),新北市板橋區縣民大道三段79巷1~30號,23.0,住,,,1070615,土地1建物1車位0,平台，一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,71.62,2,1,1,有,無,3505800,48950,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPRPMLTKKHOFFAF68CA
板橋區,房地(土地+建物)+車位,新北市板橋區文化路一段331~360號,6.88,住,,,1071215,土地1建物2車位3,二十三層,四十層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990715,186.07,0,0,0,無,有,22700000,121997,坡道平面,101.1,0,,RPUOMLMLKHOFFAF28CA
板橋區,房地(土地+建物),新北市板橋區華江一路181~210號,8.08,商,,,1050813,土地1建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071227,108.75999999999999,3,2,2,有,有,14900000,136999,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPUNMLQLKHOFFAF58CA
板橋區,房地(土地+建物),新北市板橋區華江一路181~210號,4.41,商,,,1050728,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071227,57.58,0,0,0,無,有,8050000,139805,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPUPMLQLKHOFFAF78CA
板橋區,房地(土地+建物),新北市板橋區華江一路211~240號,7.34,商,,,1050714,土地1建物1車位0,六層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071227,95.25,0,0,0,無,有,11530000,121050,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPURMLQLKHOFFAF98CA
板橋區,房地(土地+建物),新北市板橋區華江一路181~210號,4.41,商,,,1050728,土地1建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071227,57.58,0,0,0,無,有,7450000,129385,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPTPNLQLKHOFFAF78CA
板橋區,房地(土地+建物),新北市板橋區華江一路151~180號,8.81,商,,,1060313,土地1建物1車位0,十四層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071227,114.89,0,0,0,無,有,15990000,139177,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPWRNLQLKHOFFAF66CA
