鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
卓蘭鎮,土地,苗豐段571~600地號,100.78,農,,,1030114,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,178272,1769,,0.0,0,,RPQNMLOKKHJFFAK87CA
苗栗市,房地(土地+建物),苗栗縣苗栗巿高苗里26鄰松園301~330號,75.0,,山坡地保育區,丙種建築用地,1021122,土地1建物1車位0,全,,透天厝,住家用,鋼筋混凝土造,0780530,108.5,3,2,2,有,無,2500000,23041,,0.0,0,,RPOOMLKLKHJFFBK57CA
苑裡鎮,土地,苑西段1231~1260地號,83.99,住,,,1030113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1778000,21169,,0.0,0,,RPPNMLRJKHJFFCK18CA
苑裡鎮,土地,藍田段1~30地號,991.57,,特定農業區,農牧用地,1021227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3800000,3832,,0.0,0,,RPUNMLOLKHJFFCK58CA
後龍鎮,土地,大山腳段661~690地號,342.0,,特定農業區,甲種建築用地,1021225,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1913189,5594,,0.0,0,向政府機關承購之案件。,RPQNMLRJKHJFFDK38CA
竹南鎮,土地,竹南段一小段601~630地號,21.9,其他,,,1030113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,136875,6250,,0.0,0,包含公共設施保留地之交易。,RPSNMLLKKHJFFDK08CA
竹南鎮,土地,中正段661~690地號,72.24,其他,,,1030108,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,444262,6150,,0.0,0,包含公共設施保留地之交易。,RPUNMLLKKHJFFDK28CA
後龍鎮,土地,合興段631~660地號,97.45,住,,,1021007,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,12314,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLNKKHJFFDK08CA
竹南鎮,土地,龍鳳段151~180地號,353.53,其他,,,1021230,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2337420,6612,,0.0,0,公共設施保留地之交易。,RPRNMLNKKHJFFDK18CA
